item_id,score,extracted,gold,latency_ms,provider,engine_latency_ms,finish,error
gsm8k/test/1018,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""ff4c6db1-29f5-49bc-b543-3edbc49516bc"",""conversationId"":""6c0bbe00-4fa7-440b-8962-e679a48353bc"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1019,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""d2893079-bff7-4550-bc74-e8600cd28675"",""conversationId"":""903dab73-de7f-44d8-a0e8-d3860b723ca1"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1020,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""1beca1fc-ba7b-4078-ae85-8b7353a5f9c1"",""conversationId"":""0fc6bb12-3989-4880-84c9-53d8b58d43a8"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1021,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""79358c2b-9a93-42ed-8196-911b832e8d84"",""conversationId"":""d8c5e3aa-fc27-43cd-86ab-aa5909ea24a6"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1022,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""89dfb1ba-2fdc-4ee1-8789-a8984e58f20e"",""conversationId"":""03d9b914-79ff-41d0-89b3-e536e6a4af2f"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1023,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""c123a380-2293-45f5-ae19-b0cc0e7b57ae"",""conversationId"":""e0aa4e22-e1b0-4619-b4f2-1c04ba8483be"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1024,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""fdfa7b35-0289-4137-adb1-04f915758112"",""conversationId"":""3744b585-bd34-49b7-a99a-2917936c540e"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1025,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""eea79fe2-6ca4-4c5f-be22-5ec4c2162c0a"",""conversationId"":""b36ec376-a5f3-4049-863b-b3d49d398214"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1026,0.0,None,43200,17621.1,groq,2141,stop,
gsm8k/test/1027,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""0214a465-ae1f-4f16-aed7-503670e00dee"",""conversationId"":""7f147c5f-26f5-4c34-914d-c84544e656a2"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1028,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""5bc2d9c0-e1bc-4086-824f-775c99a8dc8d"",""conversationId"":""c451a7f9-6132-4905-a49d-8d544259bfc3"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1029,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""8cc52dbf-bf5f-4605-a0cf-3bbc411f4223"",""conversationId"":""132c3a3f-d927-4bfa-9ce0-0bd1b4f94b31"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1030,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""1baf0f9e-fb7b-4247-a89f-3b7da09dc96b"",""conversationId"":""e1bb40d4-9239-4e22-84dc-9b668bc31a75"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1031,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""d03c6647-6614-45f9-8e43-e53c8b3ece54"",""conversationId"":""573fdff7-f5c9-4aa0-b895-802732b7fb6c"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1032,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""781023fc-99a5-49c7-8d08-dc3cd0c6866a"",""conversationId"":""41e6bf67-b5ea-4bc4-a53a-710c692b0b22"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1033,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""f87cbae9-89f8-4e62-b320-998a3c35a301"",""conversationId"":""9ee38803-1487-4453-bb6e-95a183f19b99"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1034,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""248d7f65-e6f4-4834-8ac6-6594706d92e0"",""conversationId"":""c5f90755-8513-4430-ae17-d0483ad2d313"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1035,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""9c0a38e2-fabc-4a72-9e0d-92e9dcaa2ee8"",""conversationId"":""36eab4f2-b889-4e5f-9e0b-eba28da470ba"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
gsm8k/test/1036,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""f2c408d8-3f32-45a3-87d4-5714dac04af5"",""conversationId"":""0cb41344-d2c4-429c-a971-3e8cb1eaca80"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1037,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""741ffc88-c7d5-42c4-911d-f7191ee7bec0"",""conversationId"":""387b9fc8-6906-4d90-bcf4-24e7c7042475"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
gsm8k/test/1038,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""00235369-1fea-4658-bae9-3a2eb2bc3df4"",""conversationId"":""3de53485-2b3b-4740-80ec-ef9eb8df8b8a"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""groq"",""outcome"":""failed""},{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1039,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""67a614ea-f8f9-493c-8a94-7d7746c1bedf"",""conversationId"":""3c96bfee-0179-4a0f-8cbd-654d463b9238"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1040,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""03db5326-1a01-4ac7-a29c-e4007776fe89"",""conversationId"":""b8501953-234f-4070-927b-77a666bd85d3"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1041,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""ccb64b53-dc95-449b-a8b6-aacbc234112c"",""conversationId"":""c0867170-2b88-4f4f-9d31-91c87bc4de40"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1042,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""016064a0-f66c-4e0e-901b-8e67bf119e3f"",""conversationId"":""c97002ff-c99c-4644-98c9-6c7644e91743"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1043,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""c453cfd3-c727-450c-aab7-52a3992b5407"",""conversationId"":""baa31e11-2656-498a-a05d-4f0dfef26637"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1044,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""d8f853e9-1e4a-441a-bcd8-379e5a77c8e7"",""conversationId"":""477bd4df-6a0f-4e22-8ceb-bcdea115cbc9"",""error"":""All Groq keys on cooldown"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""openrouter"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed"""
gsm8k/test/1045,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""0783b107-3695-438d-b6ac-13a2b7ddbad8"",""conversationId"":""cab523d2-47d2-4419-b367-2c98b47ff9e1"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1046,0.0,None,189,22534.3,groq,3585,stop,
gsm8k/test/1047,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""992aa89e-a3a6-4c56-bfed-f002682d5c52"",""conversationId"":""55062287-ef76-44ce-9c18-f5c3a47c8ef5"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1048,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""10a6d105-0956-4a6a-a86d-a541661741d1"",""conversationId"":""85ed6a69-87a3-43f6-bb3c-1c3cb2ebd4ce"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1049,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""8ba10add-0352-4c89-9484-2e7be2a32ed8"",""conversationId"":""64879e8c-bc6b-4b8d-bf40-3781c8e860dd"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1050,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""2e151f5b-9857-49f7-972b-144d346e0abe"",""conversationId"":""df593d36-42af-4fc0-8482-52dfc6dd3c9e"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1051,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""8ebc7720-2a5f-4b2b-b9b5-8d1b57a1c97f"",""conversationId"":""12d0f9d1-3ac7-43f4-9923-af1ae7921c72"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1052,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""d0fa2ed9-b1fa-459b-a366-9f19823a874b"",""conversationId"":""f51c6fa8-12ec-4bd9-92c8-90bf448b4ddd"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1053,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""42425da0-a625-4614-ace1-5604b24ce6be"",""conversationId"":""c58812c9-47df-437b-a030-72ec462b297c"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1054,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""cad56443-04f9-4f11-aa38-83acefc8a559"",""conversationId"":""a919319f-bda7-4d87-9a77-755f6d5cf2f5"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1055,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""1d2815f6-5baa-4d78-806f-f05f4ae0b098"",""conversationId"":""b415d4db-8c74-49bf-b0ff-a5f925f3f6cb"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1056,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""0c0270a7-c0ca-4b32-bd49-c4cd3639ddf4"",""conversationId"":""cd68de58-d7f0-4db8-8778-c26025136c0d"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1057,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""0e42cdc1-5bc0-4e91-94b6-e0754aac6c65"",""conversationId"":""d1339b7a-dfa8-47f2-8c05-9586e041514f"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1058,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""27c9af27-a0cf-4487-8884-e57049d9eb43"",""conversationId"":""4a748b60-036b-44d0-8806-d54f8659795f"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1059,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""e4c1d2c6-c3b3-49fc-b7f0-fbbfeb581727"",""conversationId"":""991dc3cd-be46-4def-adf6-9dc6dcc86a5d"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1060,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""c003b382-eff7-420a-b143-436ad0823a90"",""conversationId"":""f482dd03-c6b4-451d-b382-f9ad12fd038e"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1061,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""89420fa2-c5f8-4298-83fc-fdbcdd3c18a2"",""conversationId"":""5abaad48-9dd5-49d7-a2fe-065cfc5b9f49"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1062,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""3a1aac49-de7e-4760-9cad-4580d8e86ab3"",""conversationId"":""795534b5-69cf-4df5-b630-49d09b456c87"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
gsm8k/test/1063,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""acca505e-955b-450b-bf5f-be6c7e69a1a9"",""conversationId"":""cc66331d-3c26-4333-bbc1-e94c92e26699"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
gsm8k/test/1064,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""b0571c5e-67e5-4a12-bca6-9ab0eb1f26d1"",""conversationId"":""277211ca-d258-4db7-af12-b700b1df0421"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
gsm8k/test/1065,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""21408330-63c3-4193-994d-3e03f1382fa9"",""conversationId"":""2509177b-f686-4a7c-938b-87c448876f53"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
gsm8k/test/1066,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""da673b23-b9a0-4f13-8464-9c0eed61920d"",""conversationId"":""b9382d64-0d31-484b-bebe-6839dab09fba"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
gsm8k/test/1067,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""994464b8-79ac-430b-b313-29eccebcbc8f"",""conversationId"":""2a5f1bd0-be77-4ef8-bcb6-07e7f8b870b4"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
gsm8k/test/1068,0.0,None,24,18142.2,groq,2047,stop,
gsm8k/test/1069,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""94b3096d-16aa-4362-8bb8-6cf73e39c7f1"",""conversationId"":""2da81ec4-e570-4742-ab24-4f8a9f2d6230"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1070,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""48572942-f7dd-47cb-b9a1-8d0c11f1f38f"",""conversationId"":""0fa433c3-7e45-40cb-829e-e2a1371eaa22"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1071,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""77b1ac2c-482c-44c8-987f-4dd1e5ec3f35"",""conversationId"":""15748f65-4f3b-4d86-8cc0-02c60902666f"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1072,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""fb1dd91c-21b2-4285-a7ff-213aeab86e69"",""conversationId"":""617f6bd0-1738-423d-ba46-eef667bf5f21"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1073,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""22b16ffd-6aa4-4587-9cb6-4b512dfd4ba4"",""conversationId"":""6dc05b32-ff46-4288-8581-3a5775a6e255"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1074,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""2430cf69-0475-424a-afa6-d7ed0128d815"",""conversationId"":""45dfc17d-293b-4182-b76e-3256b2be95cd"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1075,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""c8001475-77bc-4cac-8cbe-09c57e8a0904"",""conversationId"":""bdff50d2-9cfe-4f02-bc20-f6cdfdf74a15"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1076,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""0f727001-dbab-4cdd-be40-7e9a6b50dfcc"",""conversationId"":""69fa07b9-82a5-4a09-abda-882ec15cf03f"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1077,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""20942c0b-898d-4fd8-b607-e1e86fd0b69d"",""conversationId"":""01237f79-762e-43da-b3bd-070aa99380ed"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1078,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""a141c030-9cfc-4e20-9ceb-4940684b20d1"",""conversationId"":""a037edaf-342f-48c0-939f-e3092950a9a3"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1079,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""7fb85a90-bae9-43e5-8051-fa3bc41add79"",""conversationId"":""36ad98dc-3bc7-4d18-a9ae-44bb2a5dbc3d"",""error"":""All Groq keys on cooldown"",""fallbackChain"":[{""provider"":""groq"",""outcome"":""failed""}]}"
gsm8k/test/1080,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""4a67511f-d9e3-418f-87ec-a2fbe3866c7a"",""conversationId"":""0da6621f-9db1-4061-ba3b-40f84035f1bb"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1081,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""c00f6834-919b-4aac-9351-1273332b833b"",""conversationId"":""8598b0d4-4c3f-4f38-a5ed-a59e5967c688"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1082,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""fc9199c1-f5ba-4105-91d0-7f6dd4499d4b"",""conversationId"":""ad7df7f0-3752-46fb-b1a2-e8c03df1978f"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1083,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""18bfcb13-8df8-450c-9a37-46c4f22a134d"",""conversationId"":""b6c5f139-22cf-4be1-a210-4b7687abe5a8"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
